NOC,Event,Game_Med_Per
GBR,Athletics Men's Long Jump,0.106382979
NOR,Nordic Combined Men's Individual,0.275
NOR,Ice Hockey Men's Ice Hockey,0
USA,Weightlifting Men's Lightweight,0.066666667
USA,Handball Men's Handball,0
SWE,Ice Hockey Men's Ice Hockey,0.458549223
SWE,"Fencing Men's Foil, Individual",0
SWE,"Fencing Men's epee, Individual",0.04109589
SWE,"Fencing Men's epee, Team",0.247311828
GEO,Alpine Skiing Men's Giant Slalom,0
GEO,Alpine Skiing Men's Slalom,0
BLR,Athletics Women's Shot Put,0.25
BLR,Biathlon Men's 10 kilometres Sprint,0
BLR,Biathlon Men's 12.5 kilometres Pursuit,0
BLR,Biathlon Men's 20 kilometres,0.083333333
BLR,Biathlon Men's 4 x 7.5 kilometres Relay,0
BLR,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0
GEO,Rhythmic Gymnastics Women's Individual,0
SLO,"Canoeing Men's Kayak Singles, Slalom",0.166666667
URS,Boxing Men's Heavyweight,0.444444444
RUS,Archery Men's Individual,0.090909091
RUS,Archery Men's Team,0
URS,Athletics Men's Marathon,0.041666667
RUS,Volleyball Men's Volleyball,0.666666667
RUS,Ice Hockey Men's Ice Hockey,0.318518519
URS,"Athletics Men's 5,000 metres",0.041666667
URS,Swimming Women's 50 metres Freestyle,0
URS,Swimming Women's 4 x 100 metres Freestyle Relay,0
URS,Volleyball Women's Volleyball,1
RUS,"Speed Skating Women's 1,000 metres",0
RUS,"Speed Skating Women's 1,500 metres",0.043478261
RUS,Speed Skating Women's Team Pursuit (6 laps),0.692307692
CRO,Cross Country Skiing Men's Sprint,0
CRO,Cross Country Skiing Men's 15 kilometres,0
RUS,Bobsleigh Men's Two,0.166666667
RUS,Bobsleigh Men's Four,0.166666667
GUY,Athletics Women's 400 metres,0
GUY,Cycling Men's Sprint,0
NZL,Hockey Men's Hockey,0.077777778
GEO,Athletics Men's Shot Put,0
POR,Athletics Men's 800 metres,0
POR,Athletics Men's 4 x 400 metres Relay,0
POR,Athletics Men's 200 metres,0
POR,Athletics Men's 4 x 100 metres Relay,0
FRA,Swimming Men's 200 metres Butterfly,0.090909091
BUL,Figure Skating Women's Singles,0
GER,Nordic Combined Men's Team,0.615384615
GER,Nordic Combined Men's Individual,0.071428571
POL,Speed Skating Men's 500 metres,0
POL,"Speed Skating Men's 1,000 metres",0
POR,Trampolining Men's Individual,0
CUB,"Wrestling Men's Flyweight, Freestyle",0
BRA,Boxing Men's Middleweight,0.125
POR,Gymnastics Men's Individual All-Around,0
POR,Gymnastics Men's Floor Exercise,0
POR,Gymnastics Men's Horse Vault,0
POR,Gymnastics Men's Parallel Bars,0
POR,Gymnastics Men's Horizontal Bar,0
POR,Gymnastics Men's Rings,0
POR,Gymnastics Men's Pommelled Horse,0
PAR,Swimming Men's 200 metres Breaststroke,0
PAR,Swimming Men's 200 metres Butterfly,0
PAR,Swimming Men's 400 metres Individual Medley,0
ANG,Beach Volleyball Men's Beach Volleyball,0
BRA,Water Polo Men's Water Polo,0
CUB,Basketball Men's Basketball,0.164383562
VEN,"Cycling Men's Road Race, Individual",0
POR,Swimming Men's 400 metres Freestyle,0
POR,Swimming Men's 4 x 200 metres Freestyle Relay,0
POR,Swimming Men's 100 metres Freestyle,0
POR,Swimming Men's 200 metres Freestyle,0
POR,Swimming Men's 100 metres Backstroke,0
FRA,"Wrestling Men's Lightweight, Greco-Roman",0.055555556
COL,Athletics Women's Marathon,0
COL,"Cycling Women's Mountainbike, Cross-Country",0
ESP,Basketball Men's Basketball,0.333333333
SWE,Athletics Men's Javelin Throw,0.146341463
SWE,"Athletics Men's Javelin Throw, Both Hands",0
DJI,Swimming Men's 50 metres Freestyle,0
RUS,Triathlon Women's Olympic Distance,0
RUS,Basketball Women's Basketball,0.413793103
ROU,Gymnastics Women's Individual All-Around,0.125
ROU,Gymnastics Women's Team All-Around,0.78021978
ROU,Gymnastics Women's Team Portable Apparatus,0
ROU,Gymnastics Women's Floor Exercise,0.147727273
ROU,Gymnastics Women's Horse Vault,0.139240506
ROU,Gymnastics Women's Uneven Bars,0.057471264
ROU,Gymnastics Women's Balance Beam,0.113636364
URS,"Wrestling Men's Lightweight, Freestyle",0.666666667
FRA,"Cycling Men's Mountainbike, Cross-Country",0.294117647
USA,"Athletics Men's 3,000 metres Steeplechase",0.088235294
GER,Ice Hockey Men's Ice Hockey,0.042194093
FRG,Athletics Women's 400 metres Hurdles,0
FRG,Athletics Women's 4 x 400 metres Relay,0.5
RUS,Figure Skating Men's Singles,0.461538462
IRI,Archery Women's Individual,0
BAN,Athletics Men's 100 metres,0
KSA,"Fencing Men's epee, Individual",0
KSA,"Fencing Men's epee, Team",0
JOR,Athletics Men's Marathon,0
PLE,"Athletics Men's 10,000 metres",0
PLE,Judo Men's Lightweight,0
EGY,"Athletics Men's 5,000 metres",0
JOR,Swimming Men's 200 metres Individual Medley,0
JOR,Swimming Men's 100 metres Backstroke,0
KAZ,Boxing Men's Bantamweight,0
SUD,Athletics Men's 400 metres,0
PLE,Athletics Women's 800 metres,0
CHN,Boxing Men's Middleweight,0
KEN,Weightlifting Men's Featherweight,0
NGR,Athletics Women's 400 metres,0.052631579
PER,Athletics Men's High Jump,0
LBA,Weightlifting Men's Light-Heavyweight,0
JOR,Taekwondo Men's Featherweight,0.5
SOM,Athletics Women's 100 metres,0
JPN,Gymnastics Women's Individual All-Around,0
JPN,Gymnastics Women's Team All-Around,0.084507042
JPN,Gymnastics Women's Floor Exercise,0
JPN,Gymnastics Women's Horse Vault,0
JPN,Gymnastics Women's Uneven Bars,0
JPN,Gymnastics Women's Balance Beam,0
PLE,Athletics Men's 100 metres,0
KSA,Athletics Women's 100 metres,0
KUW,Diving Men's Springboard,0
KUW,Diving Men's Platform,0
JPN,Athletics Men's Marathon,0.078125
MEX,Judo Men's Extra-Lightweight,0
URS,"Fencing Men's epee, Individual",0.185185185
URS,"Fencing Men's epee, Team",0.543478261
QAT,Swimming Men's 400 metres Freestyle,0
JOR,"Fencing Men's epee, Individual",0
TUR,"Wrestling Men's Welterweight, Greco-Roman",0.2
TUR,Athletics Men's 400 metres,0
TUR,Athletics Men's 4 x 400 metres Relay,0
TUR,Athletics Men's 400 metres Hurdles,0.166666667
FRA,"Canoeing Men's Canadian Doubles, 1,000 metres",0.307692308
FRA,Athletics Men's Hammer Throw,0
ESP,Rowing Women's Lightweight Double Sculls,0
SUI,Alpine Skiing Men's Slalom,0.028985507
SUI,Alpine Skiing Men's Combined,0.151515152
SUI,Alpine Skiing Men's Downhill,0.16
SUI,Alpine Skiing Men's Super G,0.0625
SUI,Alpine Skiing Men's Giant Slalom,0.161764706
ITA,Gymnastics Men's Team All-Around,0.370558376
CHI,"Fencing Men's Foil, Individual",0
CHI,"Fencing Men's epee, Individual",0
CUB,Rowing Men's Quadruple Sculls,0
CUB,Athletics Men's 4 x 400 metres Relay,0.137931034
ESP,Rhythmic Gymnastics Women's Individual,0.071428571
CHI,"Athletics Men's 5,000 metres",0
USA,"Fencing Men's Sabre, Team",0.094339623
URU,Athletics Women's 100 metres,0
URU,Athletics Women's 200 metres,0
ESA,Football Men's Football,0
PUR,Boxing Men's Welterweight,0.285714286
COL,Weightlifting Men's Lightweight,0.111111111
COL,"Cycling Men's Road Race, Individual",0.016949153
COL,Cycling Men's 100 kilometres Team Time Trial,0
PER,Athletics Men's 200 metres,0
PER,Athletics Men's 400 metres,0
CAN,Swimming Men's 100 metres Backstroke,0.060606061
CAN,Swimming Men's 4 x 100 metres Medley Relay,0.37704918
VEN,Athletics Men's 200 metres,0
COL,Rugby Sevens Women's Rugby Sevens,0
MEX,"Wrestling Men's Flyweight, Greco-Roman",0.25
MEX,"Wrestling Men's Featherweight, Greco-Roman",0
GBR,"Fencing Men's Sabre, Team",0
IRI,"Cycling Men's Road Race, Individual",0
BEL,Taekwondo Men's Featherweight,0
MEX,Synchronized Swimming Women's Duet,0
PHI,Basketball Men's Basketball,0
IND,Table Tennis Men's Singles,0
GBR,Basketball Men's Basketball,0
FRA,Bobsleigh Men's Four,0.047619048
GER,Taekwondo Men's Featherweight,0
GHA,Athletics Women's 4 x 100 metres Relay,0
SUI,Cycling Men's 100 kilometres Team Time Trial,0.166666667
UGA,Athletics Men's Marathon,0.071428571
MAR,Boxing Men's Featherweight,0.285714286
MAR,Boxing Men's Bantamweight,0.1
GBR,Athletics Men's Triple Jump,0.155555556
FRA,"Fencing Men's epee, Individual",0.136363636
FRA,Art Competitions Mixed Painting,0.023255814
NED,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0
NED,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0
ROU,Alpine Skiing Men's Downhill,0
ROU,Alpine Skiing Men's Combined,0
URS,Cross Country Skiing Women's 5 kilometres,0.357142857
URS,Cross Country Skiing Women's 3 x 5 kilometres Relay,1
UGA,"Athletics Women's 1,500 metres",0
UGA,"Athletics Men's 1,500 metres",0
CAN,Basketball Women's Basketball,0
EGY,Athletics Men's Shot Put,0
TUN,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
SYR,Judo Men's Open Class,0
BEL,"Fencing Men's epee, Individual",0.045454545
BEL,"Fencing Men's epee, Team",0.441176471
NED,Rowing Women's Quadruple Sculls,0.25
CMR,Athletics Women's 400 metres,0
CMR,Athletics Women's 800 metres,0
AUS,Athletics Men's Javelin Throw,0
CIV,Boxing Men's Lightweight,0
UGA,Athletics Women's 200 metres,0
UGA,Athletics Women's 4 x 100 metres Relay,0
BRA,Tennis Men's Doubles,0
BEL,"Fencing Men's Sabre, Individual",0
SWE,"Gymnastics Men's Team All-Around, Swedish System",1
GBR,"Wrestling Men's Middleweight, Freestyle",0.173913043
GER,Athletics Men's Long Jump,0.026315789
GER,Nordic Combined Men's Sprint,0.25
NED,Athletics Women's Pentathlon,0
BEL,"Art Competitions Mixed Painting, Unknown Event",0
SUI,Bobsleigh Men's Two,0.444444444
SUI,Bobsleigh Men's Four,0.4
SLO,Athletics Men's 4 x 100 metres Relay,0
MEX,Diving Men's Platform,0.133333333
CUB,Athletics Women's 400 metres,0
CUB,Athletics Women's 4 x 400 metres Relay,0
HON,Football Men's Football,0
MEX,"Shooting Men's Rapid-Fire Pistol, 25 metres",0
ARG,"Cycling Men's Team Pursuit, 4,000 metres",0
ARG,Cycling Men's 100 kilometres Team Time Trial,0
ARG,"Equestrianism Mixed Three-Day Event, Individual",0.058823529
ARG,"Equestrianism Mixed Three-Day Event, Team",0
CHI,Athletics Men's Marathon,0.047619048
CHI,Weightlifting Men's Featherweight,0
ARG,Football Men's Football,0.535433071
ECU,Athletics Men's 800 metres,0
MEX,Swimming Men's 100 metres Backstroke,0
MEX,Swimming Men's 200 metres Backstroke,0
MEX,Weightlifting Women's Middleweight,0
ESA,Swimming Men's 200 metres Freestyle,0
ESA,Swimming Men's 400 metres Freestyle,0
ESA,"Swimming Men's 1,500 metres Freestyle",0
VEN,"Wrestling Women's Light-Heavyweight, Freestyle",0
ARG,Athletics Men's 100 metres,0
ARG,Athletics Men's 4 x 100 metres Relay,0
CUB,Boxing Men's Heavyweight,0.818181818
VEN,Football Men's Football,0
VEN,Volleyball Women's Volleyball,0
ARG,Volleyball Women's Volleyball,0
URU,Basketball Men's Basketball,0.296296296
GHA,Athletics Men's 100 metres,0
GHA,Athletics Men's 4 x 100 metres Relay,0
HUN,Swimming Women's 100 metres Freestyle,0.066666667
HUN,Swimming Women's 4 x 100 metres Freestyle Relay,0.131578947
DEN,"Equestrianism Men's Jumping, Individual",0
DEN,"Equestrianism Men's Jumping, Team",0
DEN,"Equestrianism Men's Three-Day Event, Individual",0.090909091
DEN,"Equestrianism Men's Three-Day Event, Team",0
AUS,Ice Hockey Men's Ice Hockey,0
CAN,Alpine Skiing Women's Giant Slalom,0.040816327
CAN,Alpine Skiing Women's Slalom,0.042553191
CAN,Alpine Skiing Women's Combined,0
USA,Athletics Women's High Jump,0.140350877
VEN,Swimming Men's 200 metres Freestyle,0
VEN,Swimming Men's 4 x 100 metres Freestyle Relay,0
URU,Boxing Men's Flyweight,0
MEX,Basketball Men's Basketball,0.130952381
ARG,Basketball Men's Basketball,0.272727273
TKM,Boxing Men's Middleweight,0
HUN,Football Men's Football,0.598484848
POL,Boxing Men's Lightweight,0.545454545
JPN,"Ski Jumping Men's Normal Hill, Individual",0.066666667
JPN,Athletics Men's Pole Vault,0.125
JPN,Triathlon Women's Olympic Distance,0
JPN,"Canoeing Women's Kayak Fours, 500 metres",0
JPN,Water Polo Men's Water Polo,0
JPN,Synchronized Swimming Women's Team,0.660377358
JPN,Ice Hockey Women's Ice Hockey,0
NZL,"Cycling Men's 1,000 metres Time Trial",0
NZL,"Cycling Men's Team Pursuit, 4,000 metres",0.212765957
TUR,Sailing Men's One Person Dinghy,0
BRA,Handball Men's Handball,0
FRA,Swimming Men's 200 metres Freestyle,0.035714286
ROU,Rowing Men's Coxless Fours,0
MRI,Swimming Men's 100 metres Freestyle,0
MEX,Athletics Men's 4 x 100 metres Relay,0
CMR,Athletics Men's 100 metres,0
SEY,Swimming Men's 200 metres Freestyle,0
SEY,Swimming Men's 400 metres Freestyle,0
SEY,Swimming Men's 200 metres Individual Medley,0
TCH,Modern Pentathlon Men's Individual,0.047619048
TCH,Modern Pentathlon Men's Team,0.25
TCH,"Fencing Men's epee, Team",0
GER,"Fencing Men's epee, Individual",0
GER,"Fencing Men's Sabre, Individual",0.039215686
GER,"Fencing Men's Foil, Individual",0.081632653
GER,"Fencing Men's Sabre, Team",0.232142857
SEY,Athletics Men's 400 metres,0
GER,Trampolining Women's Individual,0.2
GBR,Bobsleigh Men's Two,0.033333333
GDR,Athletics Women's Shot Put,0.4
CAN,Curling Men's Curling,1
LUX,Gymnastics Men's Team All-Around,0
LUX,"Gymnastics Men's Team All-Around, Free System",0
GER,"Fencing Men's Foil, Team",0.413043478
FRA,Art Competitions Mixed Literature,0.125
FRA,"Cycling Men's Team Pursuit, 4,000 metres",0.238095238
HUN,Water Polo Men's Water Polo,0.682539683
KEN,"Shooting Men's Free Pistol, 50 metres",0
KEN,"Shooting Men's Air Pistol, 10 metres",0
GER,Diving Men's Platform,0.162162162
SUD,Athletics Men's Marathon,0
MTN,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
MTN,"Wrestling Men's Light-Heavyweight, Freestyle",0
POL,Athletics Men's Pole Vault,0.12
FRG,Sailing Mixed Three Person Keelboat,0
POL,Football Men's Football,0.471698113
POL,Judo Men's Middleweight,0.166666667
POL,Athletics Men's Long Jump,0
POL,Athletics Men's Decathlon,0.0625
TCH,Shooting Mixed Skeet,0.1
TCH,Swimming Men's 200 metres Freestyle,0
TCH,Swimming Men's 400 metres Freestyle,0
TCH,Swimming Men's 4 x 200 metres Freestyle Relay,0
MEX,Diving Women's Springboard,0.041666667
MEX,Diving Women's Platform,0
ITA,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0
TCH,Biathlon Women's 7.5 kilometres Sprint,0
TCH,Biathlon Women's 15 kilometres,0
TCH,Biathlon Women's 3 x 7.5 kilometres Relay,0
CZE,Biathlon Women's 7.5 kilometres Sprint,0
CZE,Biathlon Women's 15 kilometres,0
CZE,Biathlon Women's 4 x 7.5 kilometres Relay,0
GRE,Swimming Men's 100 metres Backstroke,0
GRE,Swimming Men's 200 metres Backstroke,0
POL,Ice Hockey Men's Ice Hockey,0
POL,Judo Men's Half-Lightweight,0.4
POL,Judo Men's Lightweight,0
GER,Handball Women's Handball,0
HUN,Athletics Men's 400 metres,0
HUN,Athletics Men's 4 x 400 metres Relay,0
IRI,"Fencing Men's epee, Individual",0
NIG,Swimming Women's 50 metres Freestyle,0
BUL,Gymnastics Men's Individual All-Around,0.012195122
BUL,Gymnastics Men's Team All-Around,0
BUL,Gymnastics Men's Floor Exercise,0.025316456
BUL,Gymnastics Men's Horse Vault,0
BUL,Gymnastics Men's Parallel Bars,0
BUL,Gymnastics Men's Horizontal Bar,0.025316456
BUL,Gymnastics Men's Rings,0.037037037
BUL,Gymnastics Men's Pommelled Horse,0.012820513
USA,"Fencing Women's Foil, Team",0.056603774
GBR,Swimming Women's 200 metres Butterfly,0
GBR,Swimming Women's 400 metres Individual Medley,0.041666667
SKN,Athletics Men's 100 metres,0
SKN,Athletics Men's 200 metres,0
SKN,Athletics Men's 4 x 100 metres Relay,0
AUS,Diving Women's Platform,0.103448276
USA,Golf Men's Individual,0.064102564
USA,Athletics Men's Standing High Jump,0.565217391
USA,Athletics Men's Standing Long Jump,0.5
CAN,Athletics Men's Decathlon,0.133333333
GBR,Athletics Men's 20 kilometres Walk,0.071428571
GBR,Figure Skating Women's Singles,0.133333333
USA,Swimming Women's 200 metres Butterfly,0.296296296
RSA,Tennis Men's Doubles,0.222222222
USA,Swimming Men's 220 yard Freestyle,0.5
USA,Swimming Men's 880 yard Freestyle,0
USA,Swimming Men's One Mile Freestyle,0
USA,Swimming Men's 4 x 50 Yard Freestyle Relay,0.75
USA,Swimming Men's Plunge For Distance,0.6
GBR,Boxing Men's Featherweight,0.166666667
TTO,Athletics Men's 4 x 100 metres Relay,0.264705882
TTO,Athletics Men's 100 metres,0.125
AUS,"Fencing Men's epee, Individual",0
AUS,"Fencing Men's epee, Team",0
USA,"Shooting Men's Free Rifle, Three Positions, 300 metres",0.153846154
USA,"Shooting Men's Military Rifle, Three Positions, 300 metres",0.111111111
USA,"Shooting Men's Military Rifle, Any Position, 600 metres",0.222222222
USA,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",1
USA,"Shooting Men's Military Rifle, Prone, 300 metres",0
DOM,Judo Men's Half-Heavyweight,0
USA,Archery Women's Individual,0.068965517
USA,Archery Women's Team,0.166666667
CAN,Weightlifting Men's Middleweight,0.25
VIN,Athletics Men's Triple Jump,0
AUS,Athletics Men's Marathon,0
AUS,Athletics Men's 20 kilometres Walk,0.121212121
AUS,Athletics Men's 50 kilometres Walk,0.090909091
CAN,Diving Women's Platform,0.096774194
RUS,Athletics Men's Triple Jump,0.153846154
GER,Rowing Women's Double Sculls,0.571428571
AUS,Archery Women's Individual,0
USA,Sailing Mixed 6 metres,0.615384615
GBR,Judo Men's Lightweight,0.222222222
GBR,Judo Men's Half-Middleweight,0.1
PUR,Boxing Men's Light-Heavyweight,0
GBR,Boxing Women's Flyweight,1
CUB,Athletics Women's 100 metres Hurdles,0
AUS,Shooting Men's Skeet,0
AUS,"Shooting Men's Free Pistol, 50 metres",0
AUS,"Shooting Men's Air Pistol, 10 metres",0
USA,Athletics Men's Triple Jump,0.20212766
USA,Athletics Men's Discus Throw,0.363636364
USA,"Athletics Men's Discus Throw, Greek Style",0.285714286
USA,Athletics Men's High Jump,0.387096774
USA,Volleyball Women's Volleyball,0.454545455
CAN,Athletics Men's 100 metres,0.096774194
CAN,Athletics Men's 200 metres,0.055555556
CAN,Athletics Men's 4 x 100 metres Relay,0.170731707
CAN,Rowing Men's Coxless Fours,0.262295082
GBR,Curling Women's Curling,0.375
FRG,Athletics Men's 800 metres,0
USA,"Art Competitions Mixed Painting, Unknown Event",0
GBR,"Wrestling Men's Featherweight, Freestyle",0.103448276
SWE,Athletics Women's High Jump,0.0625
NZL,Athletics Women's Shot Put,0.375
NOR,Rowing Men's Double Sculls,0.5
POL,Hockey Men's Hockey,0
GER,Rowing Men's Coxless Fours,0.145454545
GER,Rowing Men's Coxed Eights,0.529411765
GER,Rowing Men's Coxed Pairs,0.666666667
POL,Boxing Men's Featherweight,0.416666667
SWE,"Cycling Men's Road Race, Individual",0.052631579
SWE,Cycling Men's 100 kilometres Team Time Trial,0.333333333
JAM,Athletics Men's Marathon,0
USA,Sailing Mixed One Person Dinghy,0.277777778
SWE,Rowing Men's Coxed Eights,0
GHA,Boxing Men's Light-Heavyweight,0
NGR,Judo Men's Half-Middleweight,0
POL,Athletics Men's Javelin Throw,0.045454545
ESP,"Athletics Men's 10,000 metres",0
PHI,Athletics Women's 400 metres Hurdles,0
SOM,"Athletics Men's 5,000 metres",0
TUR,"Wrestling Women's Heavyweight, Freestyle",0
ESP,Athletics Men's 800 metres,0
TUR,"Fencing Men's Sabre, Individual",0
TUR,"Fencing Men's Sabre, Team",0
GBR,Badminton Mixed Doubles,0.181818182
AUS,Swimming Women's 200 metres Backstroke,0.04
GBR,Athletics Men's Marathon,0.051546392
ALG,Judo Men's Half-Middleweight,0
ALG,Swimming Men's 100 metres Backstroke,0
ALG,Swimming Men's 100 metres Butterfly,0
BEL,"Fencing Women's Foil, Individual",0
FRA,"Equestrianism Mixed Three-Day Event, Individual",0.039215686
FRA,"Equestrianism Mixed Three-Day Event, Team",0.169811321
FRA,Sailing Mixed Two Person Keelboat,0
RSA,"Canoeing Men's Kayak Singles, Slalom",0
GBR,Boxing Men's Middleweight,0.346153846
SUI,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",1
GBR,Cycling Men's 100 kilometres Team Time Trial,0
GHA,Athletics Men's 4 x 400 metres Relay,0
GHA,Athletics Men's 400 metres,0
GHA,Athletics Men's 200 metres,0
LBR,Athletics Men's Decathlon,0
GHA,Athletics Women's 400 metres,0
GHA,Athletics Women's 4 x 400 metres Relay,0
GHA,Table Tennis Men's Doubles,0
USA,"Cycling Men's Team Pursuit, 4,000 metres",0.078125
