NOC,Event,Game_Med_Per
TUN,Judo Women's Half-Heavyweight,0
ALG,"Wrestling Men's Lightweight, Greco-Roman",0
TUN,Judo Men's Lightweight,0
TUN,Boxing Men's Middleweight,0
MAR,"Fencing Men's Foil, Team",0
MAR,"Fencing Men's Sabre, Individual",0
MAR,"Fencing Men's Sabre, Team",0
ALG,Boxing Men's Light-Heavyweight,0.166666667
ALG,Athletics Men's 110 metres Hurdles,0
ISR,Boxing Men's Light-Flyweight,0
TUN,Taekwondo Women's Heavyweight,0
TUN,Boxing Men's Bantamweight,0
TUN,Boxing Men's Featherweight,0
TUN,Athletics Women's 400 metres,0
TUN,Weightlifting Men's Lightweight,0
TUN,"Canoeing Women's Kayak Singles, 200 metres",0
TUN,"Canoeing Women's Kayak Singles, 500 metres",0
MAR,"Fencing Men's epee, Team",0
MAR,Judo Men's Heavyweight,0
MAR,Judo Men's Open Class,0
TUN,Rowing Men's Single Sculls,0
ALG,Volleyball Men's Volleyball,0
TUN,Athletics Men's 50 kilometres Walk,0
TUN,Table Tennis Men's Doubles,0
TUN,Swimming Men's 200 metres Freestyle,0
TUN,Boxing Men's Lightweight,0
TUN,Basketball Men's Basketball,0
LBA,Judo Men's Half-Middleweight,0
LBA,Judo Men's Half-Heavyweight,0
MAR,Athletics Men's 400 metres,0
TUN,Athletics Women's Pole Vault,0
ISR,"Shooting Men's Free Rifle, Three Positions, 300 metres",0
ALG,Swimming Men's 200 metres Individual Medley,0
ALG,"Wrestling Men's Welterweight, Greco-Roman",0
ALG,Judo Men's Middleweight,0.2
ALG,Judo Men's Half-Lightweight,0
ITA,Sailing Mixed Two Person Keelboat,0.294117647
CHI,Athletics Men's Discus Throw,0
ITA,"Canoeing Men's Kayak Singles, 1,000 metres",0.076923077
ESP,"Canoeing Men's Canadian Singles, 200 metres",0
ESP,Swimming Men's 50 metres Freestyle,0
ESP,Swimming Men's 100 metres Freestyle,0
GUA,Swimming Men's 200 metres Freestyle,0
GUA,Swimming Men's 100 metres Butterfly,0
GUA,Swimming Men's 200 metres Butterfly,0
ALG,Boxing Men's Lightweight,0.2
TCH,Cross Country Skiing Men's 10 kilometres,0
TCH,Cross Country Skiing Men's 10/15 kilometres Pursuit,0
ALG,"Wrestling Men's Featherweight, Greco-Roman",0
TCH,Athletics Men's 20 kilometres Walk,0.083333333
TCH,Athletics Men's 50 kilometres Walk,0.058823529
MLT,Athletics Men's 100 metres,0
SWE,Tennis Men's Singles,0.03125
SWE,"Tennis Men's Doubles, Covered Courts",0.5
HUN,"Wrestling Men's Bantamweight, Greco-Roman",0.25
HUN,"Wrestling Men's Bantamweight, Freestyle",0.3
SVK,Bobsleigh Men's Four,0
ALG,Swimming Men's 4 x 200 metres Freestyle Relay,0
EGY,Weightlifting Men's Heavyweight I,0
TCH,Volleyball Women's Volleyball,0
NOR,Sailing Mixed Two Person Heavyweight Dinghy,0.333333333
FRG,Athletics Men's Decathlon,0.384615385
HUN,Alpine Skiing Men's Giant Slalom,0
HUN,Alpine Skiing Men's Slalom,0
ROU,"Canoeing Women's Kayak Fours, 500 metres",0.5
ITA,Swimming Women's 100 metres Butterfly,0
ITA,Swimming Women's 100 metres Freestyle,0
ITA,Swimming Women's 400 metres Freestyle,0.055555556
GER,Volleyball Women's Volleyball,0
HUN,Weightlifting Men's Featherweight,0.111111111
ITA,"Wrestling Men's Welterweight, Greco-Roman",0.2
ITA,Athletics Men's 4 x 100 metres Relay,0.15
ITA,Diving Men's Springboard,0.117647059
SLO,Cross Country Skiing Women's 10 kilometres,0
SLO,Cross Country Skiing Women's 30 kilometres,0
SLO,Cross Country Skiing Women's 15 km Skiathlon,0
SLO,Cross Country Skiing Women's Team Sprint,0
SWE,"Shooting Men's Running Target, Double Shot, Team",1
USA,"Shooting Men's Free Rifle, 1,000 Yards",0.111111111
USA,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",1
TCH,"Fencing Men's Sabre, Individual",0
DEN,Gymnastics Men's Floor Exercise,0
DEN,Gymnastics Men's Horse Vault,0
DEN,Gymnastics Men's Parallel Bars,0
DEN,Gymnastics Men's Horizontal Bar,0
DEN,Gymnastics Men's Rings,0
DEN,Gymnastics Men's Pommelled Horse,0
ISL,Alpine Skiing Men's Downhill,0
ITA,Shooting Mixed Skeet,0.1875
ITA,Shooting Men's Skeet,0.285714286
NED,Swimming Men's 100 metres Freestyle,0.071428571
YUG,Boxing Men's Welterweight,0
CZE,Beach Volleyball Men's Beach Volleyball,0
AUT,Gymnastics Women's Individual All-Around,0
AUT,Gymnastics Women's Team All-Around,0
AUT,Gymnastics Women's Floor Exercise,0
AUT,Gymnastics Women's Horse Vault,0
AUT,Gymnastics Women's Uneven Bars,0
AUT,Gymnastics Women's Balance Beam,0
CZE,Athletics Women's 400 metres,0
ESP,Athletics Men's Decathlon,0.1
ITA,"Canoeing Men's Canadian Doubles, Slalom",0
ARG,Swimming Men's 200 metres Breaststroke,0
CAN,Diving Women's Synchronized Platform,0.8
ESP,Cycling Women's Points Race,0.25
NOR,Sailing Mixed Two Person Keelboat,0.2
SWE,Athletics Men's Standing High Jump,0
SWE,Athletics Women's Pole Vault,0
SWE,Sailing Women's Two Person Dinghy,0.333333333
SWE,Badminton Women's Doubles,0
SWE,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.3
SWE,Judo Men's Half-Lightweight,0
SWE,Shooting Mixed Skeet,0.083333333
SWE,Sailing Mixed 30 metres,1
SWE,Athletics Men's 800 metres,0.037037037
SWE,Sailing Mixed Two Person Dinghy,0
SWE,Boxing Men's Featherweight,0.142857143
SWE,Rhythmic Gymnastics Women's Individual,0
SUI,Rowing Men's Quadruple Sculls,0
GBR,"Athletics Men's Cross-Country, Individual",0
GBR,"Athletics Men's Cross-Country, Team",0.6875
NAM,Boxing Men's Light-Flyweight,0
ITA,Swimming Men's 200 metres Butterfly,0
CIV,"Wrestling Women's Flyweight, Freestyle",0
RSA,Sailing Mixed 5.5 metres,0
ECU,Taekwondo Women's Heavyweight,0
VEN,"Fencing Women's Sabre, Individual",0
ESP,Taekwondo Women's Welterweight,0
ESP,Diving Women's Springboard,0
PUR,Sailing Mixed Two Person Dinghy,0
URU,Boxing Men's Light-Middleweight,0
ESA,Swimming Women's 800 metres Freestyle,0
ESA,Athletics Men's 100 metres,0
SLE,Athletics Men's 100 metres,0
SLE,Athletics Men's 200 metres,0
ANT,Athletics Men's 4 x 100 metres Relay,0
ANT,Athletics Men's Long Jump,0
USA,Sailing Mixed Two Person Dinghy,0.5
HUN,"Cycling Women's Mountainbike, Cross-Country",0
HUN,"Canoeing Men's Kayak Singles, 1,000 metres",0.352941176
SLO,"Ski Jumping Men's Normal Hill, Individual",0.035714286
SLO,"Ski Jumping Men's Large Hill, Individual",0.035714286
SLO,"Ski Jumping Men's Large Hill, Team",0.142857143
CAN,Rugby Sevens Women's Rugby Sevens,1
ARG,Sailing Mixed One Person Dinghy,0
NED,Volleyball Men's Volleyball,0.342857143
FRA,Tennis Men's Singles,0.083333333
GBR,Athletics Women's High Jump,0.147058824
USA,Swimming Men's 200 metres Backstroke,0.7
NZL,Sailing Mixed Two Person Dinghy,0
GBR,"Athletics Men's 4,000 metres Steeplechase",1
GBR,"Athletics Men's 5,000 metres, Team",1
AUS,Athletics Women's 200 metres,0.225806452
AUS,Athletics Women's 4 x 100 metres Relay,0.177777778
USA,Cycling Men's BMX,0.333333333
USA,Triathlon Women's Olympic Distance,0.133333333
GBR,Rugby Sevens Men's Rugby Sevens,1
AUS,"Equestrianism Mixed Three-Day Event, Individual",0.037735849
AUS,"Equestrianism Mixed Three-Day Event, Team",0.527272727
USA,Boxing Men's Heavyweight,0.5
WIF,Sailing Mixed Two Person Heavyweight Dinghy,0
HON,Athletics Men's 110 metres Hurdles,0
NZL,"Equestrianism Mixed Three-Day Event, Individual",0.166666667
NZL,"Equestrianism Mixed Three-Day Event, Team",0.435897436
USA,Athletics Women's Marathon,0.08
USA,Cross Country Skiing Women's Sprint,0
BEL,"Wrestling Men's Middleweight, Greco-Roman",0
BEL,"Wrestling Men's Middleweight, Freestyle",0.125
URU,Rowing Men's Coxless Pairs,0
BEL,"Wrestling Men's Welterweight, Greco-Roman",0
USA,Luge Men's Singles,0
FRA,Swimming Women's 200 metres Individual Medley,0
USA,"Shooting Men's Running Target, 50 metres",0
GRE,Football Women's Football,0
RSA,"Art Competitions Mixed Sculpturing, Statues",0
GBR,Triathlon Men's Olympic Distance,0.266666667
IRL,Sailing Mixed Three Person Keelboat,0
NZL,Swimming Men's 4 x 100 metres Freestyle Relay,0
AUS,Judo Men's Lightweight,0
CUB,Swimming Men's 100 metres Backstroke,0.333333333
CUB,Swimming Men's 200 metres Backstroke,0
SWE,Alpine Skiing Women's Downhill,0.095238095
SWE,Alpine Skiing Women's Super G,0
SWE,Alpine Skiing Women's Combined,0.25
GBR,"Cycling Men's Individual Pursuit, 4,000 metres",0.266666667
ALG,"Fencing Women's epee, Individual",0
FRG,Rowing Men's Coxed Pairs,0
POR,Judo Men's Lightweight,0
ITA,Boxing Men's Light-Middleweight,0.076923077
GUM,Athletics Men's 400 metres Hurdles,0
KEN,Sailing Mixed Two Person Heavyweight Dinghy,0
ESP,"Shooting Men's Military Pistol, Team",0
ESP,"Shooting Men's Free Pistol, 50 metres, Team",0
ESP,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",0
ESP,"Shooting Men's Military Rifle, Prone, 300 metres, Team",0
ESP,"Shooting Men's Military Rifle, Prone, 600 metres, Team",0
ESP,"Shooting Men's Military Rifle, Standing, 300 metres, Team",0
ESP,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",0
ESP,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",0
ESP,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",0
ALG,Cross Country Skiing Men's 50 kilometres,0
DEN,Table Tennis Men's Singles,0
USA,Swimming Men's 4 x 200 metres Freestyle Relay,1
NOR,"Athletics Men's 10,000 metres",0
SVK,"Canoeing Men's Canadian Singles, Slalom",0.875
ARG,"Cycling Men's Road Race, Team",0
ITA,Boxing Men's Welterweight,0.25
BUL,Luge Men's Singles,0
NED,Athletics Men's 100 metres,0.033333333
GER,"Canoeing Men's Canadian Singles, Slalom",0.181818182
ALG,"Cycling Men's Road Race, Individual",0
JPN,Cycling Men's Individual Time Trial,0
INA,Swimming Men's 50 metres Freestyle,0
INA,Swimming Men's 100 metres Freestyle,0
INA,Swimming Men's 200 metres Freestyle,0
INA,Swimming Men's 400 metres Freestyle,0
INA,Swimming Men's 200 metres Individual Medley,0
CZE,"Fencing Men's epee, Individual",0
BOH,"Wrestling Men's Featherweight, Greco-Roman",0
TCH,"Wrestling Men's Featherweight, Greco-Roman",0
LTU,Tennis Men's Singles,0
CZE,Figure Skating Mixed Pairs,0
TCH,Rowing Women's Coxed Eights,0
FRA,Cycling Men's Points Race,0.058823529
SMR,Athletics Men's 100 metres,0
TUR,Swimming Men's 50 metres Freestyle,0
BUL,Rowing Women's Coxless Pairs,0.6
BUL,Rowing Women's Coxless Fours,0
ARM,"Wrestling Men's Featherweight, Freestyle",0
ARM,"Wrestling Men's Lightweight, Freestyle",0
JAM,Boxing Men's Heavyweight,0
BRA,Sailing Mixed One Person Dinghy,0.1875
AUS,Freestyle Skiing Women's Moguls,0
GER,"Canoeing Men's Canadian Singles, 1,000 metres",0.5
ROU,Biathlon Men's 10 kilometres Sprint,0
PUR,Archery Men's Individual,0
FRA,"Fencing Women's Sabre, Team",0
MDA,"Cycling Men's Road Race, Individual",0
KAZ,Judo Men's Heavyweight,0
CZE,Tennis Men's Singles,0
CZE,Tennis Men's Doubles,0
ROU,Boxing Men's Featherweight,0.076923077
HUN,Alpine Skiing Women's Downhill,0
HUN,Alpine Skiing Women's Super G,0
HUN,Alpine Skiing Women's Giant Slalom,0
HUN,Alpine Skiing Women's Combined,0
HUN,Cross Country Skiing Men's 50 kilometres,0
HUN,Sailing Men's One Person Dinghy,0
HUN,Sailing Men's One Person Heavyweight Dinghy,0
HUN,Biathlon Women's 3 x 7.5 kilometres Relay,0
HUN,Biathlon Women's 4 x 7.5 kilometres Relay,0
PHI,Gymnastics Men's Individual All-Around,0
PHI,Gymnastics Men's Floor Exercise,0
PHI,Gymnastics Men's Parallel Bars,0
PHI,Gymnastics Men's Rings,0
GDR,Athletics Women's 100 metres Hurdles,0.416666667
FRG,Athletics Women's Discus Throw,0.2
PER,Athletics Men's Long Jump,0
SWE,Figure Skating Mixed Pairs,0
USA,Swimming Men's 200 metres Freestyle,0.464285714
NED,Judo Men's Extra-Lightweight,0.25
HUN,"Short Track Speed Skating Men's 1,000 metres",0
HUN,"Short Track Speed Skating Men's 1,500 metres",0
HUN,"Athletics Men's 5,000 metres",0
CAN,Badminton Men's Singles,0
CAN,Badminton Mixed Doubles,0
HUN,Boxing Men's Light-Heavyweight,0.125
AUS,"Equestrianism Mixed Dressage, Individual",0
AUS,"Equestrianism Mixed Dressage, Team",0
GBR,"Rowing Men's Coxed Fours, Outriggers",1
UKR,Gymnastics Men's Individual All-Around,0.076923077
UKR,Gymnastics Men's Team All-Around,0.448275862
UKR,Gymnastics Men's Floor Exercise,0
UKR,Gymnastics Men's Horse Vault,0.05
UKR,Gymnastics Men's Parallel Bars,0.12
UKR,Gymnastics Men's Horizontal Bar,0
UKR,Gymnastics Men's Rings,0.04
UKR,Gymnastics Men's Pommelled Horse,0
UKR,Swimming Women's 800 metres Freestyle,0.333333333
UKR,Swimming Women's 400 metres Freestyle,0
UKR,Swimming Women's 10 kilometres Open Water,0
SVK,Athletics Women's Marathon,0
RUS,Weightlifting Men's Heavyweight,0.666666667
KAZ,Freestyle Skiing Men's Aerials,0
SCG,Swimming Men's 100 metres Backstroke,0
EUN,Athletics Women's Long Jump,0.333333333
UKR,Archery Women's Individual,0.058823529
UKR,Archery Women's Team,0.2
LAT,Figure Skating Mixed Pairs,0
URS,"Speed Skating Men's 5,000 metres",0.16
EUN,Sailing Men's Two Person Dinghy,0
RUS,Sailing Men's Two Person Dinghy,0
BLR,Rowing Women's Quadruple Sculls,0
CAN,Figure Skating Mixed Ice Dancing,0.142857143
RUS,Swimming Men's 400 metres Individual Medley,0
SWE,Swimming Women's 300 metres Freestyle,0
SWE,Beach Volleyball Men's Beach Volleyball,0
FIN,"Athletics Men's Cross-Country, Individual",0.25
FIN,"Athletics Men's Cross-Country, Team",1
GER,Snowboarding Men's Boardercross,0
BEL,Athletics Women's 400 metres,0
SWE,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.055555556
NOR,Boxing Men's Flyweight,0
ITA,Boxing Men's Light-Welterweight,0.333333333
ITA,Athletics Men's High Jump,0
SLO,Alpine Skiing Men's Slalom,0.037037037
TUN,Athletics Men's 400 metres Hurdles,0
ARG,Weightlifting Men's Light-Heavyweight,0
NOR,Alpine Skiing Women's Super G,0
NOR,Alpine Skiing Women's Combined,0.066666667
NOR,Diving Women's Plain High,0
GER,"Cycling Men's 1,000 metres Time Trial",0.4
GER,Cycling Men's Keirin,0.222222222
DEN,Athletics Women's 100 metres,0
DEN,Athletics Women's 4 x 100 metres Relay,0
AUT,Athletics Men's 100 metres,0
AUT,Athletics Men's 200 metres,0
AUT,Athletics Men's 4 x 100 metres Relay,0
NED,Athletics Men's 200 metres,0.037037037
ISR,Weightlifting Men's Light-Heavyweight,0
AUT,Judo Men's Open Class,0
AUT,"Wrestling Men's Welterweight, Freestyle",0
AUT,"Wrestling Men's Lightweight, Greco-Roman",0.071428571
GER,Boxing Men's Light-Heavyweight,0.4
ISR,Tennis Women's Singles,0
GER,Gymnastics Women's Horse Vault,0.060606061
AUT,Hockey Men's Hockey,0
CAN,Judo Men's Heavyweight,0.666666667
AUT,Beach Volleyball Men's Beach Volleyball,0
GER,Athletics Men's 4 x 100 metres Relay,0.37037037
SUI,Snowboarding Men's Halfpipe,0.105263158
FRA,Sailing Mixed Two Person Heavyweight Dinghy,0.111111111
NOR,Biathlon Women's 12.5 kilometres Mass Start,0.125
NOR,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,1
CAN,Boxing Men's Super-Heavyweight,0.166666667
NOR,"Shooting Men's Running Target, Single And Double Shot",0.25
GER,Swimming Men's 4 x 200 metres Freestyle Relay,0.166666667
SWE,Gymnastics Women's Team Portable Apparatus,1
SWE,Athletics Men's Standing Long Jump,0
NED,Snowboarding Women's Boardercross,0
IRL,Bobsleigh Women's Two,0
SWE,Swimming Women's 200 metres Freestyle,0.066666667
SWE,Swimming Women's 10 kilometres Open Water,0
SWE,"Cycling Women's Road Race, Individual",0.086956522
SWE,Biathlon Men's 15 kilometres Mass Start,0
USA,Weightlifting Men's Super-Heavyweight,0.083333333
SWE,Sailing Mixed 12 metres,1
LAT,Weightlifting Men's Super-Heavyweight,0.333333333
BRA,Sailing Men's One Person Dinghy,0
AUT,Rhythmic Gymnastics Women's Individual,0
GER,"Wrestling Men's Lightweight, Freestyle",0.25
DEN,Weightlifting Men's Light-Heavyweight,0.2
NOR,Athletics Women's Discus Throw,0
FRG,Weightlifting Men's Middleweight,0.2
TCH,"Fencing Men's epee, Individual",0
ISL,Judo Men's Heavyweight,0
GER,Alpine Skiing Women's Slalom,0.135135135
GER,Alpine Skiing Women's Combined,0.333333333
GER,Alpine Skiing Women's Giant Slalom,0.153846154
BEL,Sailing Mixed One Person Dinghy,0.2
NOR,Snowboarding Men's Slopestyle,0.25
NED,Swimming Men's 4 x 100 metres Freestyle Relay,0.151515152
NED,"Speed Skating Men's 5,000 metres",0.322580645
NED,"Speed Skating Men's 10,000 metres",0.357142857
SWE,Weightlifting Men's Super-Heavyweight,0
SWE,Boxing Men's Flyweight,0
NOR,"Canoeing Women's Kayak Fours, 500 metres",0
PAR,Shooting Mixed Skeet,0
ARM,"Wrestling Men's Super-Heavyweight, Freestyle",0
GEO,Swimming Men's 50 metres Freestyle,0
UKR,Boxing Men's Light-Welterweight,0.333333333
AUS,Swimming Men's 200 metres Breaststroke,0.129032258
AUS,Swimming Men's 200 metres Individual Medley,0
BEL,Athletics Women's 100 metres Hurdles,0
FRA,"Shooting Men's Trap, Team",0
USA,Swimming Men's 400 metres Freestyle,0.344262295
IRL,"Athletics Men's 10,000 metres",0
FRG,Athletics Men's 110 metres Hurdles,0
HUN,Figure Skating Mixed Ice Dancing,0.111111111
NED,Sailing Women's Two Person Dinghy,0.333333333
ROU,Archery Men's Individual,0
SAM,"Canoeing Men's Kayak Singles, 500 metres",0
SAM,"Canoeing Men's Kayak Singles, 1,000 metres",0
SAM,"Canoeing Men's Canadian Singles, 200 metres",0
SAM,"Canoeing Men's Canadian Singles, 1,000 metres",0
CZE,Triathlon Women's Olympic Distance,0
BUL,Athletics Women's 100 metres,0
BUL,Athletics Women's 200 metres,0
UKR,"Athletics Women's 10,000 metres",0
USA,Judo Men's Middleweight,0.181818182
USA,Judo Men's Half-Heavyweight,0
ROU,Bobsleigh Men's Four/Five,0
FRA,Swimming Women's 100 metres Backstroke,0.074074074
ARG,Tennis Men's Singles,0.064516129
SLO,"Nordic Combined Men's Normal Hill / 10 km, Individual",0
SLO,"Nordic Combined Men's Large Hill / 10 km, Individual",0
CHI,Cycling Men's Sprint,0
CHI,Cycling Men's 50 kilometres,0
FRG,Swimming Men's 400 metres Individual Medley,0.111111111
IRL,Athletics Men's Discus Throw,0
CUB,Judo Women's Extra-Lightweight,0.428571429
CUB,Judo Women's Half-Lightweight,0.666666667
POR,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",0
COL,Swimming Men's 200 metres Backstroke,0
GUA,"Shooting Men's Running Target, 10 metres",0
VEN,Boxing Men's Light-Flyweight,0.222222222
ESP,Rowing Men's Coxed Pairs,0
ESP,Rowing Men's Quadruple Sculls,0
ARG,"Wrestling Women's Flyweight, Freestyle",0
COL,Weightlifting Men's Bantamweight,0
FRA,Judo Women's Half-Lightweight,0.285714286
USA,"Athletics Men's 3,000 metres, Team",1
USA,"Athletics Men's Cross-Country, Individual",0.058823529
USA,"Athletics Men's Cross-Country, Team",0.352941176
ESP,Modern Pentathlon Men's Individual,0
AND,Athletics Men's Marathon,0
BLR,Boxing Men's Featherweight,0
BEL,"Art Competitions Mixed Sculpturing, Unknown Event",0
VEN,"Shooting Men's Free Pistol, 50 metres",0
COL,"Equestrianism Mixed Dressage, Individual",0
FRA,Rowing Men's Coxed Pairs (1 kilometres),0.5
FRA,Rowing Men's Coxed Pairs (1 mile),0.5
FRA,Swimming Men's 50 metres Freestyle,0.307692308
USA,"Wrestling Women's Heavyweight, Freestyle",0
FRA,Snowboarding Women's Giant Slalom,0.25
JAM,Athletics Men's Decathlon,0
ESP,Swimming Women's 200 metres Backstroke,0
FRA,Cycling Men's 100 kilometres Team Time Trial,0.125
LUX,Gymnastics Men's Individual All-Around,0
LUX,Gymnastics Men's Floor Exercise,0
LUX,Gymnastics Men's Horse Vault,0
LUX,Gymnastics Men's Parallel Bars,0
LUX,Gymnastics Men's Horizontal Bar,0
LUX,Gymnastics Men's Rings,0
LUX,Gymnastics Men's Pommelled Horse,0
TTO,Athletics Men's 400 metres,0.066666667
CAN,"Athletics Women's 3,000 metres Steeplechase",0
LUX,Swimming Women's 100 metres Backstroke,0
NZL,Weightlifting Men's Light-Heavyweight,0
FRA,Shooting Women's Double Trap,0
SUI,Athletics Men's 110 metres Hurdles,0
GRN,Athletics Women's 800 metres,0
POR,Bobsleigh Men's Four,0
HON,Athletics Women's 100 metres Hurdles,0
HON,Rowing Men's Single Sculls,0
FRA,"Swimming Men's 1,500 metres Freestyle",0
CZE,Synchronized Swimming Women's Duet,0
ITA,Boxing Men's Bantamweight,0.333333333
ITA,Rowing Men's Single Sculls,0.071428571
MON,Taekwondo Men's Featherweight,0
POL,Rowing Men's Lightweight Coxless Fours,0.5
URU,"Cycling Men's Road Race, Team",0
FRA,Sailing Men's One Person Dinghy,0
TCH,Athletics Men's 400 metres Hurdles,0
ISV,Shooting Mixed Skeet,0
DEN,Rowing Men's Coxed Eights,0
GER,"Cycling Men's Mountainbike, Cross-Country",0
SUI,Athletics Men's Long Jump,0
AUT,Swimming Men's One Mile Freestyle,0.2
AUT,Swimming Men's 4 x 250 metres Freestyle Relay,0
AUT,"Shooting Men's Free Pistol, 50 metres",0
AUT,"Shooting Men's Dueling Pistol, 30 metres",0
GER,Swimming Women's 100 metres Breaststroke,0
CAN,Rowing Women's Coxed Quadruple Sculls,0
CAN,"Art Competitions Mixed Painting, Applied Arts",0
FRA,Weightlifting Men's Heavyweight,0.076923077
LTU,Rowing Women's Coxless Pairs,0
LTU,Sailing Men's Windsurfer,0
ISR,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
DEN,"Fencing Men's Sabre, Individual",0.035714286
DEN,"Fencing Men's Sabre, Team",0
DEN,Sailing Mixed 8 metres,0
NOR,Freestyle Skiing Women's Ski Cross,0.2
NOR,Freestyle Skiing Women's Moguls,0.555555556
NOR,Beach Volleyball Women's Beach Volleyball,0
DEN,Sailing Mixed 5.5 metres,0.25
SWE,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.1875
ITA,"Shooting Men's Free Pistol, 50 metres",0.037037037
SUI,Freestyle Skiing Women's Slopestyle,0
ARG,Athletics Men's Long Jump,0
ARG,Athletics Men's Decathlon,0
MAR,Athletics Men's Long Jump,0
CAN,Athletics Men's 20 kilometres Walk,0.045454545
CAN,Athletics Men's 50 kilometres Walk,0
COL,Weightlifting Men's Featherweight,0.25
DOM,Weightlifting Men's Light-Heavyweight,0
PUR,Swimming Men's 100 metres Backstroke,0
PUR,Swimming Men's 200 metres Backstroke,0
PUR,Swimming Men's 4 x 100 metres Medley Relay,0
PER,Art Competitions Mixed Unknown Event,0
CHI,Swimming Men's 200 metres Breaststroke,0
USA,Athletics Women's Hammer Throw,0
AUS,Swimming Men's 200 metres Butterfly,0.172413793
USA,"Wrestling Men's Lightweight, Freestyle",0.363636364
ITA,Freestyle Skiing Women's Slopestyle,0
ITA,Golf Men's Individual,0
SWE,"Art Competitions Mixed Painting, Paintings",0.038461538
ITA,Figure Skating Mixed Ice Dancing,0.058823529
NED,Ice Hockey Men's Ice Hockey,0
DEN,Boxing Men's Lightweight,0.214285714
NED,Tennis Women's Singles,0
NED,Tennis Mixed Doubles,0.5
HUN,Rowing Women's Quadruple Sculls,0
BEL,Athletics Men's 800 metres,0.08
NOR,Athletics Women's Long Jump,0
NOR,Athletics Women's Pentathlon,0
DEN,"Fencing Men's Foil, Masters, Individual",0
FRA,"Wrestling Women's Flyweight, Freestyle",0
FRA,Military Ski Patrol Men's Military Ski Patrol,1
FRA,Cross Country Skiing Men's 18 kilometres,0
FRA,Cycling Women's Omnium,0
SUI,"Wrestling Men's Middleweight, Greco-Roman",0
CAN,"Wrestling Men's Flyweight, Freestyle",0
FRA,Athletics Men's Javelin Throw,0
ITA,Rowing Women's Lightweight Double Sculls,0
HAI,Boxing Men's Welterweight,0
CAN,Athletics Men's 800 metres,0.086956522
ITA,Rowing Women's Coxless Pairs,0
ITA,"Wrestling Men's Bantamweight, Greco-Roman",0.166666667
ITA,Modern Pentathlon Women's Individual,0
ITA,Rhythmic Gymnastics Women's Individual,0
ITA,Canoeing Men's Kayak Relay 4 x 500 metres,0
ITA,Figure Skating Mixed Team,0
YUG,Alpine Skiing Men's Downhill,0
YUG,Alpine Skiing Men's Combined,0
ITA,Athletics Women's Marathon,0
ITA,Diving Men's Platform,0.166666667
ITA,Athletics Women's 80 metres Hurdles,0.142857143
FRA,Freestyle Skiing Men's Halfpipe,0.25
VEN,"Fencing Men's Foil, Individual",0
VEN,"Fencing Men's Foil, Team",0
VEN,"Fencing Men's epee, Individual",0.066666667
VEN,"Fencing Men's epee, Team",0
GDR,Rowing Men's Double Sculls,0.6
GER,Rowing Men's Quadruple Sculls,0.714285714
FRA,"Equestrianism Men's Jumping, Team",0.166666667
WIF,Athletics Men's 200 metres,0
FRA,Sailing Women's Three Person Keelboat,0
ESP,Sailing Mixed 5.5 metres,0
FRA,Luge Men's Singles,0
FRA,Luge Mixed (Men)'s Doubles,0
FRA,Swimming Men's 200 metres Obstacle Course,0
FRA,Swimming Men's 200 metres Team Swimming,0.642857143
FRA,Swimming Women's 200 metres Breaststroke,0
FRA,"Equestrianism Mixed Dressage, Individual",0.0625
FRA,"Equestrianism Mixed Dressage, Team",0
SWE,Curling Women's Curling,0.772727273
LAT,Athletics Women's Discus Throw,0
LAT,Alpine Skiing Men's Combined,0
USA,Rhythmic Gymnastics Women's Individual,0
YUG,Cross Country Skiing Men's 50 kilometres,0
RUS,Cycling Men's Individual Time Trial,0.222222222
LAT,"Speed Skating Men's 10,000 metres",0
LAT,Biathlon Men's 10 kilometres Sprint,0
LAT,Biathlon Men's 12.5 kilometres Pursuit,0
LAT,Biathlon Men's 20 kilometres,0
LAT,Biathlon Men's 4 x 7.5 kilometres Relay,0
LAT,Luge Men's Singles,0.055555556
LAT,Luge Mixed (Men)'s Doubles,0.181818182
LAT,Cycling Men's Sprint,0
LAT,Cycling Men's Team Sprint,0
NED,Sailing Women's Three Person Keelboat,0.333333333
TUN,"Fencing Women's epee, Individual",0
ITA,Weightlifting Men's Featherweight,0.2
UKR,Swimming Women's 4 x 100 metres Freestyle Relay,0
UKR,Swimming Women's 4 x 200 metres Freestyle Relay,0
EGY,Athletics Men's 400 metres,0
ROU,Athletics Women's 800 metres,0.176470588
AND,Shooting Mixed Trap,0
AND,Judo Men's Middleweight,0
EUN,Judo Women's Half-Heavyweight,0
RUS,Swimming Women's 100 metres Butterfly,0
RUS,Athletics Women's Hammer Throw,0.25
BEN,Swimming Men's 50 metres Freestyle,0
NED,"Fencing Men's epee, Team",0.125
